certification_number,official_status,source,last_checked,notes
1401042299-143,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-144,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-145,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-146,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-147,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-148,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-149,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-150,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042299-151,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042397-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042397-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042518-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-010,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-011,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-013,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-014,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-015,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-016,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-017,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-018,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-019,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-020,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-021,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-022,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-023,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-024,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-025,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-026,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-027,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-028,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-029,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-030,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-031,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-032,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-033,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-034,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-035,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-036,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-037,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-038,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-039,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-040,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-041,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-042,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-043,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-044,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-045,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-046,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-047,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-048,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-049,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-050,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-051,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-052,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-053,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-054,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-055,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-056,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-057,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-058,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-059,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-060,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-061,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-062,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-063,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-064,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-065,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-066,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-067,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-068,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-069,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-070,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-071,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-072,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-073,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-074,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-075,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-076,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-077,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-078,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-079,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-080,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-081,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-082,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-083,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-084,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-085,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-086,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-087,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-088,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-089,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-090,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-091,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-092,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-093,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-094,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-095,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-096,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-097,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-098,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-099,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-100,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-101,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-102,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-103,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-104,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-105,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-106,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-107,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-108,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-109,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-110,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-111,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-112,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-113,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-114,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-115,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-116,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-117,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-118,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-119,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-120,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-121,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-122,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-123,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-124,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-125,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-126,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-127,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-128,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-129,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-130,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-131,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-132,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-133,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-134,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-135,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-136,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-137,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-138,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-139,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-140,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-141,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-142,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-143,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-144,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-145,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-146,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-147,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-148,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-149,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-150,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042679-151,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-010,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-011,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-013,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-014,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-015,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-016,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-017,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-018,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-019,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042689-020,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
